2.0,2.0,0.0,0.0,0.0,0.988,0.156
5.0,4.0,0.0,0.0,0.0,0.988,0.156
7,4.5,0.0,0.0,0.0,0.988,0.156
6.2,7.4,0.0,0.0,0.0,0.988,0.156
